Unnamed: 0,comm_date,author,author_id,likes,comment,video_id,sentimen
57,2024-11-27T13:23:54Z,@revaalyani1446,UCmmDhsmKozI0DBKzpcJ42zg,0,"Kak tasyi sadar gk si yg studio coklat juara no. 3 itu udh pernah masuk di ""JAJANAN RATING TERTINGGI... "" dan JUJUR MASUKAN KAKAK TETEP KONSISTEN DAN SAMA TENTANG CETAKANNYA😭😭😭 emg bnran masyaallah bgt deh reviewnya kak tasyi❤",VkmQ5BgkeD0,Netral
58,2024-11-27T13:04:46Z,@bellaprevita,UCqOCIZs4tLUmrfRur45cCfg,0,Nomor 10 tuh merknya Honey Butter ga si???,VkmQ5BgkeD0,Netral
59,2024-11-27T12:53:51Z,@pinkbailey7829,UCRweiJ1FpRaKkEzWGX9Vu3w,0,Harusnya ada pas di bagi 2 gitu coklat nya biar tau yg tempered chocolate sama yg ngga yg mana,VkmQ5BgkeD0,Netral
60,2024-11-27T12:35:13Z,@NazylaIlmi,UCD9oA3L3LFaLzlLh4oYwWlw,2,5:16 kepalanya ngeri bgt,VkmQ5BgkeD0,Netral
61,2024-11-27T10:02:01Z,@nanalacan_bb,UCh-uYOucsKGdsjCUsxngoog,1,"Dubai mah padang pasir .
Gak ada tumbuhan buah2an .
Itu choclat impor",VkmQ5BgkeD0,Netral
62,2024-11-27T09:33:10Z,@invizeeble,UCI8EwWBpYMizDIORVQ9YdeA,0,"ooh kukira di battle ini ada dubai coklat yg dri BECCA's, soalnya bnyk yg blg itu lbh enak drpd Don Bakeshop, apalgi klo ka tasyi nyari yg fillingnya lebih ke asin gurih keknya bakal cocok :D",VkmQ5BgkeD0,Netral
63,2024-11-27T07:17:19Z,@13_kepgi_ervinadhiyasekara68,UCKHp4N__KzpRpJsQ-hhfgyg,0,IG BY CHI KEIK APASIHHH GAIS,VkmQ5BgkeD0,Netral
64,2024-11-27T03:39:04Z,@makanbaksoenak,UCV3BeDBqL56wXHeF-UVHavQ,0,KENAPA GAADA COKLAT DUBAI BECCA!!!! ITU PALING ENAKKKK!!!!,VkmQ5BgkeD0,Netral
65,2024-11-27T03:24:50Z,@felorahfibrianty-m9w,UCubXEztrP_B2j9S78xG65Ng,0,Aku juga pakai signatute by kamila bagus banged..,VkmQ5BgkeD0,Netral
66,2024-11-27T02:30:56Z,@dindaayuramadanti4749,UCy8f3kdDtpkqZ27yrCylyIQ,0,suka bgt skrg kak tasyi softlensnya agak gelap cantik poll,VkmQ5BgkeD0,Netral
67,2024-11-26T17:52:56Z,@nanadhiaaa,UCB5nB5rzk5S_DSG4hVSLNYA,0,Yah gaada beccaaa kwkw,VkmQ5BgkeD0,Netral
68,2024-11-26T15:25:12Z,@nasywaa202,UCwPy50DaaXPu_DCGoH9kW8w,0,Salfok makin cakep aja kak Tasyi ❤,VkmQ5BgkeD0,Netral
69,2024-11-26T12:15:14Z,@lintangayu9537,UCqgRLfVAV26po-9IawEbxQQ,0,Battle cimol mozarella donggg,VkmQ5BgkeD0,Netral
70,2024-11-26T11:44:23Z,@ajengalaya5712,UC1uID_nHWPKlmJYCc5FY6VA,0,"Baru pertama denger review makanan dari Tasyi and I love it!!

Aku sering komplain dengerin food vlogger jaman now yg ga jelas dalam mendefinisikan rasa makanan, aroma, dan bahannya apaa cuma dari rasa makanan.
Karena seharusnya emang gituuu as a food vlogger ❤❤❤",VkmQ5BgkeD0,Positif
71,2024-11-26T11:42:52Z,@fidyahudzaifah3349,UCqKTyQflbBtQF2K_cCK2pCw,0,Gokil penjelasan nya masuk di gue kak thank u kak 🥺🎉,VkmQ5BgkeD0,Netral
72,2024-11-26T08:27:44Z,@SyifhaZahira,UCNap3eGedhYP9klkjdOpzSw,0,kak tasyi vidio battle nasi goreng kok udah ga ada?,VkmQ5BgkeD0,Netral
73,2024-11-26T07:58:38Z,@pungkyirawaty2292,UCkHVU135p14uQmcfdVYuKpQ,0,yg dapur coklat enak ga ya,VkmQ5BgkeD0,Netral
74,2024-11-26T07:47:54Z,@NovitaDewi-k1g,UCTL2Cx_NfusbbOkBygxm10A,0,Pecinta langangan skincare hnh ❤ udh make hampir 2tahunan,VkmQ5BgkeD0,Netral
75,2024-11-26T06:22:51Z,@HafifahPermatasari,UCdUWYx5P8eRHupgSkCq1sJQ,0,battle milk bun kak,VkmQ5BgkeD0,Netral
76,2024-11-26T05:30:50Z,@dedenisa2577,UC6xMkizk-Ku9re1ddubVbGg,1,"Padahal no 1 nujum nyh ngk enak, ehh juara 3😂",VkmQ5BgkeD0,Netral
77,2024-11-26T04:36:25Z,@melladwikartika5370,UCQFI_sGTQg-MyZ-OgIkAS-Q,0,"Gue nonton ini sambil makan sambel plus krupuk, berasa krupuknya jadi coklat 😂😂",VkmQ5BgkeD0,Netral
78,2024-11-26T03:25:57Z,@lalalisaofficial1689,UC8gPmq5JeXT68SLoJSBgG9g,0,Makin antri dah si juara 1😂,VkmQ5BgkeD0,Netral
79,2024-11-26T02:00:36Z,@noviaputri2622,UCB91Jt6vMBdwycr54q-2lgg,0,"dari awal nonton udah nebak itu nomor 1 Studio Coklat, chocolate dubai-style pertama yg aku cobain malah itu. Kalo selera aku lebih suka dia malah karena tipis, tapi ya itu balik ke selera masing2 😇",VkmQ5BgkeD0,Netral
80,2024-11-26T01:37:17Z,@sumo-vz4zr,UCDNbILpSHVr9XfL1Mj7BP-Q,0,Itu rambutnya kak tasyi keliatan nggak sih? Salfok,VkmQ5BgkeD0,Netral
81,2024-11-26T00:38:35Z,@hafizahtv3678,UCO762dEPDqk5LasNQE1pGBQ,0,Untung blm ikut fomo beli fix 😭,VkmQ5BgkeD0,Netral
82,2024-11-25T20:20:23Z,@amiraaghni4921,UCnU0JmyyJfoTrUiWkLLJyMQ,1,"Sebenernya konten battle ka tasyi ada bagusnya loh buat para umkm"" dan penjual yg lain karena review jujurnya, untuk "" YANG MAU TERIMA KRITIK DAN SARAN YA "" .. Klo yang gamau dan ada rasa IRI DENGKI DI HATI ya susah.. Aku liat kemaren di tiktok banyak yg komen soal review ka tasyi pas aku tonton biasa aja ko, padahal ka tasyi sering bilang klo ini sesuai selera ka tasyi kan.. Emang ribet banget netizen mah yaaa..",VkmQ5BgkeD0,Netral
83,2024-11-25T17:00:16Z,@nisamatondang6118,UCalMqT0cs15QGzAbYSnc9gw,0,Kak battle pancake roll durian kk lagi virall,VkmQ5BgkeD0,Netral
84,2024-11-25T16:22:39Z,@alfridafitriyah9832,UCe8k1qULQFKVhvcKUNr9hLQ,0,"Iyaaa lagi, aku pertamakali beli yg heaven, enak kokk, tapi yaa kayak makan coklat crunchy ovomaltine 🥲 gada rasa asin sedikitpun. Ketutup bgt sama milk coklatnya huhu. Coba donebake deh abis ini",VkmQ5BgkeD0,Netral
85,2024-11-25T15:32:31Z,@rharomadhan4218,UCzCRv-GiAjHwBWJvyG7wtJA,0,syaangnya becca g ada tasyiii😅 kata org2 yg becca enakkkk😢,VkmQ5BgkeD0,Netral
86,2024-11-25T15:29:34Z,@vincescantik,UCDzicq32nKvLPmsGXiGs75Q,0,udah ketebak kalo don bakeshop karna painting coklatnya keliatan wkwkwk,VkmQ5BgkeD0,Netral
87,2024-11-25T15:13:06Z,@ansyahruby7570,UCBLNnhj7sIs5DinyLHL5Hog,0,skincareny bpom ga ka?,VkmQ5BgkeD0,Netral
88,2024-11-25T13:58:50Z,@vigaqonita,UCqDQmYryZIdWNUI716NoTNQ,0,KAA BATTLE CHEESECAKE DONG,VkmQ5BgkeD0,Netral
89,2024-11-25T13:28:41Z,@MTalal-uz8th,UCMP_yfgvzbU5oKkeTl1UXug,0,Puas nontonnya HAHHAHAHAHAHA ternyata yg lokal aja lebih enak dari dubai 😂,VkmQ5BgkeD0,Netral
90,2024-11-25T12:19:49Z,@PutriDwireida-n4u,UCaNo0R3SPVskxBtc7DEfN9g,0,Chie keik emg seenak ituuuuu ❤,VkmQ5BgkeD0,Netral
91,2024-11-25T12:17:08Z,@situesyenterkiniee7318,UCpsBnhZW1rYK2cxp1vVEXiA,0,"next, battle teh dong kaaa",VkmQ5BgkeD0,Netral
92,2024-11-25T10:40:07Z,@Ken-ue4bi,UCVSTcPZ5gmf0NQmIcatCHgQ,0,O,VkmQ5BgkeD0,Netral
93,2024-11-25T08:19:51Z,@zazoan8868,UCwCjkxiK_lZFLyn7jKwkeyg,0,Bener kemaren fyp orang luar bikin coklat dubai itu isiannya selain pistachio paste pakai tanini juga,VkmQ5BgkeD0,Netral
94,2024-11-25T06:15:09Z,@yuliasuryani8608,UCuQUE_gsUIBszKmhEUtJaOQ,8,"Keren bgt cara ngereview nya . Fair, sopan, dikasih masukan, penonton jg mudah nangkep n kebayang maksudnya. Hebat👏🏻 terbaik kak Tasyi",VkmQ5BgkeD0,Positif
95,2024-11-25T02:55:08Z,@Rissa2004,UCFP7pzmnz247Ef6Lw8cowXw,0,NEXT BATTLE DIMSUM KAA TASYIIII,VkmQ5BgkeD0,Netral
96,2024-11-25T01:15:07Z,@ingecntyars_,UC-R2dtkMFZgwAm8HUtLxDvg,1,Kak tasyi mulutnya bener2 masyaallah,VkmQ5BgkeD0,Netral
97,2024-11-25T00:51:34Z,@aliyabutami9842,UCamOUZpVUYPbEqGsuPgFysA,0,Pantes ampe antri² sblm mall bukak.,VkmQ5BgkeD0,Netral
98,2024-11-24T20:52:56Z,@yanasyahda1811,UCIdUTIoyAj2soo_2dJKfPdA,0,Kak battle Rendang dong dari produk influencer ataupun tempat nasi padang populer,VkmQ5BgkeD0,Netral
99,2024-11-24T19:42:22Z,@hajjazFahmichannel,UCUb5ABmxCt-HAaTn0rAz32A,0,Kawin ka yuk,VkmQ5BgkeD0,Netral
100,2024-11-24T17:34:36Z,@RyuOsana,UCNmI5W1tkX6hV-QCwBcSB4A,0,guyss info beli yg no 6 dimana dongg,VkmQ5BgkeD0,Netral
101,2024-11-24T16:19:12Z,@dessysutisna8798,UCVNmCL_DhUEwrNU2EHIvg9A,0,Jd bingung cobain chi keik apa studio coklat ya?,VkmQ5BgkeD0,Netral
102,2024-11-24T15:29:49Z,@zayyanadyatma,UCm4R2BxvaRs72NbrH7uv9Jg,0,apakah ada coklat vinchoco?,VkmQ5BgkeD0,Netral
103,2024-11-24T15:16:48Z,@arumqusnul816,UCoryE3i3St-3CXKUTYsJxIw,0,Kak batle nugget dong,VkmQ5BgkeD0,Netral
104,2024-11-24T13:19:07Z,@Rajalaut2219,UCGJ7lP2h_xRy3HKAKZwPfWA,0,"Masha allah kak tasyi mkin cantik bnget, pangling aku. Udah lama gak nonton vidio kak tasyi",VkmQ5BgkeD0,Netral
105,2024-11-24T12:46:58Z,@ensanggraofc7816,UC710_oDpu1W3Lj8f4gucgfA,0,Nah ini yg d tunggu,VkmQ5BgkeD0,Netral
106,2024-11-24T12:34:55Z,@kimberlyclaudya,UCwnmJqb76WbzQ_DY3srAsjQ,0,aku udah coba juara satunya sebelumnya dan emang bener dubai chocolatenya don bake shop enak bgt huhuhu nangis 😭😭🫶,VkmQ5BgkeD0,Netral
107,2024-11-24T12:06:54Z,@MBagusNugraha,UCvZgMmgNio9KyKTi-sex9HA,0,"Kaa banyak yang typo jujur, angka 4 jadi 5, terus yang coklat pertama kan ditaro tengah tp tulisannya depan, sama hargaa :( yuk editornya improve yuk",VkmQ5BgkeD0,Netral
108,2024-11-24T10:23:59Z,@salsabilabila-nw3ju,UChArH_GNJAB4JNudGgB1CoQ,1,Di duo pengacara dibilang enak enak aja di tasyi kurang😅 kliatan siapa yg lebih pro wkwk ( nomer 3),VkmQ5BgkeD0,Netral
109,2024-11-24T10:00:08Z,@SahrulGwnn04,UCT92csoSbJr-rhNPCX0USDA,0,No 1 - no 10 brand apa ajasih ga tau😭,VkmQ5BgkeD0,Netral
110,2024-11-24T09:48:41Z,@nholish,UCgV5GZUpZo5L3-XbzTuLRaw,0,sejauh ini hanya kak tasyi yang jelasin makanan se detail ini dan berasa sambil belajar ilmu masak😭,VkmQ5BgkeD0,Netral
111,2024-11-24T09:46:51Z,@annisafh7761,UC1e-ES3X8OE-QsyT7un_-rw,0,Donbake shop pemenang nyaaa si viral ituuu wooow🤩,VkmQ5BgkeD0,Netral
112,2024-11-24T09:13:58Z,@PapiMamiChelsea,UCS6YcszXYPftOgZt3A0CVpg,1,As always dari pada “buatan aku”,VkmQ5BgkeD0,Netral
113,2024-11-24T08:49:23Z,@keysyamaharani5424,UCla6n27oSHbLMgZYJ7TsRPA,0,kaaaaa battle SATE TAICHAN PLIS😭🙏,VkmQ5BgkeD0,Netral
114,2024-11-24T08:19:24Z,@ninnashyntia6930,UCEj0SHJUqhnVfdh1ZMXUhrg,0,Battle sarden kak,VkmQ5BgkeD0,Netral
115,2024-11-24T08:18:39Z,@sida1576,UCM_OJfiU_d9UpOR5xk2gD1Q,0,Kaa battle kebabb,VkmQ5BgkeD0,Netral
116,2024-11-24T07:22:45Z,@dopamineee,UCn1TOYQiCHseXIJcmzT7GaQ,1,Kepo sama becca,VkmQ5BgkeD0,Netral
117,2024-11-24T07:13:57Z,@tokrekchannel4309,UCfhJ0pvOlkzvHJivPyDLDtA,0,.,VkmQ5BgkeD0,Netral
118,2024-11-24T07:11:36Z,@cindyfatika9867,UCXzyxbst06Ft_dlCdGmQ2ZA,1,"don bakershop belom bisa konsistenin ketebelan coklatnya aja si, liat di konten lain coklatnya ada yang tipiss atas ama bawahnyaa, kak tasyi ga beli yang becas jugaa yaa itu",VkmQ5BgkeD0,Netral
119,2024-11-24T07:11:21Z,@nunadp4794,UCyPGVlVeCIl6MAT1NQQbndw,0,"KAK AYO COBA COKLAT DUBAINGA HABIBISWEET BALI , enak juga",VkmQ5BgkeD0,Netral
120,2024-11-24T06:57:34Z,@CleoCantik-ze2wt,UCQ5hKQmM3z3h0rtQQNwTN_w,0,👍🏼👍🏼,VkmQ5BgkeD0,Netral
121,2024-11-24T06:43:16Z,@M.zm___,UCIgRFR9BGVL1YmSpOt8PNmw,0,Battle makanan kaleng,VkmQ5BgkeD0,Netral
122,2024-11-24T05:44:37Z,@levinavania2406,UCXUjxN445xxQ1cj6q_nbN1w,0,gila kiting selalu mirip sama yg lagi hype,VkmQ5BgkeD0,Netral
123,2024-11-24T05:12:34Z,@SefiraRahma-bd4sx,UCyoNSKusVG-D6OlnbdJBY8A,0,Ka tasyi cobain yang dari becca house kata orang orang enak banget sayang di battle ini gada,VkmQ5BgkeD0,Netral
124,2024-11-24T04:26:36Z,@ghinaasava,UCq_wOJDe7t99jN7keh36TlA,1,"Kayaknya brand nomor 8 pesanannya uda membludak, jadi soal ketebalannya si cokelat ga konsisten alias terburu2",VkmQ5BgkeD0,Netral
125,2024-11-24T02:45:37Z,@Baksosotoayam11,UCiIzb4eXnmN6xfXmG4wyOhw,1,"Sayang g ada becca.. Pdhal byk yg blg becca itu enak bgt .. G kemanisan, gurih .",VkmQ5BgkeD0,Netral
126,2024-11-24T02:37:40Z,@khanza3202,UCuSkgyXJvC6wAEN3zXBSGRw,1,Utk harga segitu yagakpapa sih coklatnya tebal 😅 kan ada orang yg emang mau ngincer coklat yg enak juga biar puass gitu loh.. hehe,VkmQ5BgkeD0,Netral
127,2024-11-24T01:01:06Z,@NdaShoppe-b4z,UCJ1sjn1BliMFqd-yeoQNcxQ,1,Kak bettle roti manis dari semua toko kue atau homebakers TERENAK,VkmQ5BgkeD0,Netral
